"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","order","chatType","question","questionFull","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","chat"
11666498,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",25,23,29,21,41,"Extrovert"
11666498,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",25,23,29,21,41,"Introvert"
11666498,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",2,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",25,23,29,21,41,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",5,"Introvert first","Extrovert","similar","I felt that <br>we are similar",23,26,27,30,33,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",23,26,27,30,33,"Introvert"
11666541,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",23,26,27,30,33,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",4,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",23,26,27,30,33,"Introvert"
11666541,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",23,26,27,30,33,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",3,"Introvert first","Introvert","distant","I felt distant <br>from them",23,26,27,30,33,"Introvert"
11666541,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",23,26,27,30,33,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",3,"Introvert first","Introvert","understood","I felt that <br>they understood me",23,26,27,30,33,"Introvert"
11666541,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","I felt that they were <br>different from me",23,26,27,30,33,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",4,"Introvert first","Introvert","different","I felt that they were <br>different from me",23,26,27,30,33,"Introvert"
11666541,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",4,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",23,26,27,30,33,"Extrovert"
11666541,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",3,"Introvert first","Introvert","chat-again","I would chat <br>with them again",23,26,27,30,33,"Introvert"
11666629,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",2,"Introvert first","Extrovert","similar","I felt that <br>we are similar",24,26,25,26,35,"Extrovert"
11666629,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",2,"Introvert first","Introvert","similar","I felt that <br>we are similar",24,26,25,26,35,"Introvert"
11666629,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",2,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",24,26,25,26,35,"Extrovert"
11666629,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",2,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",24,26,25,26,35,"Introvert"
11666629,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",4,"Introvert first","Extrovert","distant","I felt distant <br>from them",24,26,25,26,35,"Extrovert"
11666629,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",4,"Introvert first","Introvert","distant","I felt distant <br>from them",24,26,25,26,35,"Introvert"
11666629,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",1,"Introvert first","Extrovert","understood","I felt that <br>they understood me",24,26,25,26,35,"Extrovert"
11666629,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",1,"Introvert first","Introvert","understood","I felt that <br>they understood me",24,26,25,26,35,"Introvert"
11666629,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",1,"Introvert first","Extrovert","different","I felt that they were <br>different from me",24,26,25,26,35,"Extrovert"
11666629,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",1,"Introvert first","Introvert","different","I felt that they were <br>different from me",24,26,25,26,35,"Introvert"
11666629,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",1,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",24,26,25,26,35,"Extrovert"
11666629,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",1,"Introvert first","Introvert","chat-again","I would chat <br>with them again",24,26,25,26,35,"Introvert"
11666650,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",5,"Introvert first","Extrovert","similar","I felt that <br>we are similar",25,31,31,31,21,"Extrovert"
11666650,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",2,"Introvert first","Introvert","similar","I felt that <br>we are similar",25,31,31,31,21,"Introvert"
11666650,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",4,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",25,31,31,31,21,"Extrovert"
11666650,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",2,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",25,31,31,31,21,"Introvert"
11666650,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",25,31,31,31,21,"Extrovert"
11666650,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",4,"Introvert first","Introvert","distant","I felt distant <br>from them",25,31,31,31,21,"Introvert"
11666650,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",25,31,31,31,21,"Extrovert"
11666650,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",2,"Introvert first","Introvert","understood","I felt that <br>they understood me",25,31,31,31,21,"Introvert"
11666650,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","I felt that they were <br>different from me",25,31,31,31,21,"Extrovert"
11666650,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",5,"Introvert first","Introvert","different","I felt that they were <br>different from me",25,31,31,31,21,"Introvert"
11666650,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",5,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",25,31,31,31,21,"Extrovert"
11666650,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",4,"Introvert first","Introvert","chat-again","I would chat <br>with them again",25,31,31,31,21,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",26,27,32,26,43,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",2,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",26,27,32,26,43,"Extrovert"
11666969,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",26,27,32,26,43,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,27,32,26,43,"Extrovert"
11666969,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",4,"Extrovert first","Introvert","distant","I felt distant <br>from them",26,27,32,26,43,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",5,"Extrovert first","Extrovert","distant","I felt distant <br>from them",26,27,32,26,43,"Extrovert"
11666969,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",3,"Extrovert first","Introvert","understood","I felt that <br>they understood me",26,27,32,26,43,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",3,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",26,27,32,26,43,"Extrovert"
11666969,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",4,"Extrovert first","Introvert","different","I felt that they were <br>different from me",26,27,32,26,43,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",5,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",26,27,32,26,43,"Extrovert"
11666969,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",26,27,32,26,43,"Introvert"
11666969,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",26,27,32,26,43,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","I felt that <br>we are similar",31,29,28,19,39,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",31,29,28,19,39,"Introvert"
11667145,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",4,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",31,29,28,19,39,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",3,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",31,29,28,19,39,"Introvert"
11667145,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",31,29,28,19,39,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",4,"Introvert first","Introvert","distant","I felt distant <br>from them",31,29,28,19,39,"Introvert"
11667145,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",31,29,28,19,39,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",2,"Introvert first","Introvert","understood","I felt that <br>they understood me",31,29,28,19,39,"Introvert"
11667145,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","I felt that they were <br>different from me",31,29,28,19,39,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",4,"Introvert first","Introvert","different","I felt that they were <br>different from me",31,29,28,19,39,"Introvert"
11667145,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",5,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",31,29,28,19,39,"Extrovert"
11667145,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",2,"Introvert first","Introvert","chat-again","I would chat <br>with them again",31,29,28,19,39,"Introvert"
11667383,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","I felt that <br>we are similar",26,23,32,27,37,"Extrovert"
11667383,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",26,23,32,27,37,"Introvert"
11667383,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,23,32,27,37,"Extrovert"
11667383,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",4,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",26,23,32,27,37,"Introvert"
11667383,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",26,23,32,27,37,"Extrovert"
11667383,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",2,"Introvert first","Introvert","distant","I felt distant <br>from them",26,23,32,27,37,"Introvert"
11667383,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",26,23,32,27,37,"Extrovert"
11667383,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",4,"Introvert first","Introvert","understood","I felt that <br>they understood me",26,23,32,27,37,"Introvert"
11667383,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",3,"Introvert first","Extrovert","different","I felt that they were <br>different from me",26,23,32,27,37,"Extrovert"
11667383,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",2,"Introvert first","Introvert","different","I felt that they were <br>different from me",26,23,32,27,37,"Introvert"
11667383,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",5,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",26,23,32,27,37,"Extrovert"
11667383,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",4,"Introvert first","Introvert","chat-again","I would chat <br>with them again",26,23,32,27,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",26,25,31,26,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",5,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",26,25,31,26,37,"Extrovert"
11667572,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",26,25,31,26,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,25,31,26,37,"Extrovert"
11667572,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",26,25,31,26,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",1,"Extrovert first","Extrovert","distant","I felt distant <br>from them",26,25,31,26,37,"Extrovert"
11667572,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","I felt that <br>they understood me",26,25,31,26,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",26,25,31,26,37,"Extrovert"
11667572,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","I felt that they were <br>different from me",26,25,31,26,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",26,25,31,26,37,"Extrovert"
11667572,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",26,25,31,26,37,"Introvert"
11667572,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",26,25,31,26,37,"Extrovert"
11667573,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",27,28,33,27,42,"Introvert"
11667573,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",27,28,33,27,42,"Extrovert"
11667573,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",5,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",27,28,33,27,42,"Introvert"
11667573,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",27,28,33,27,42,"Extrovert"
11667573,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",27,28,33,27,42,"Introvert"
11667573,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",27,28,33,27,42,"Extrovert"
11667573,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","I felt that <br>they understood me",27,28,33,27,42,"Introvert"
11667573,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",27,28,33,27,42,"Extrovert"
11667573,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","I felt that they were <br>different from me",27,28,33,27,42,"Introvert"
11667573,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",27,28,33,27,42,"Extrovert"
11667573,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",27,28,33,27,42,"Introvert"
11667573,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",27,28,33,27,42,"Extrovert"
11667632,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",5,"Extrovert first","Introvert","similar","I felt that <br>we are similar",28,28,29,23,43,"Introvert"
11667632,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",28,28,29,23,43,"Extrovert"
11667632,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",5,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",28,28,29,23,43,"Introvert"
11667632,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",28,28,29,23,43,"Extrovert"
11667632,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",1,"Extrovert first","Introvert","distant","I felt distant <br>from them",28,28,29,23,43,"Introvert"
11667632,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",28,28,29,23,43,"Extrovert"
11667632,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",5,"Extrovert first","Introvert","understood","I felt that <br>they understood me",28,28,29,23,43,"Introvert"
11667632,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",28,28,29,23,43,"Extrovert"
11667632,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",1,"Extrovert first","Introvert","different","I felt that they were <br>different from me",28,28,29,23,43,"Introvert"
11667632,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",28,28,29,23,43,"Extrovert"
11667632,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",5,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",28,28,29,23,43,"Introvert"
11667632,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",28,28,29,23,43,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","I felt that <br>we are similar",25,23,29,23,36,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",25,23,29,23,36,"Introvert"
11667763,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",4,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",25,23,29,23,36,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",4,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",25,23,29,23,36,"Introvert"
11667763,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",3,"Introvert first","Extrovert","distant","I felt distant <br>from them",25,23,29,23,36,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",3,"Introvert first","Introvert","distant","I felt distant <br>from them",25,23,29,23,36,"Introvert"
11667763,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",3,"Introvert first","Extrovert","understood","I felt that <br>they understood me",25,23,29,23,36,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",3,"Introvert first","Introvert","understood","I felt that <br>they understood me",25,23,29,23,36,"Introvert"
11667763,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","I felt that they were <br>different from me",25,23,29,23,36,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",3,"Introvert first","Introvert","different","I felt that they were <br>different from me",25,23,29,23,36,"Introvert"
11667763,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",4,"Introvert first","Extrovert","chat-again","I would chat <br>with them again",25,23,29,23,36,"Extrovert"
11667763,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",3,"Introvert first","Introvert","chat-again","I would chat <br>with them again",25,23,29,23,36,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",28,29,39,27,39,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",2,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",28,29,39,27,39,"Extrovert"
11667941,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",28,29,39,27,39,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",5,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",28,29,39,27,39,"Extrovert"
11667941,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",28,29,39,27,39,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","I felt distant <br>from them",28,29,39,27,39,"Extrovert"
11667941,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","I felt that <br>they understood me",28,29,39,27,39,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",28,29,39,27,39,"Extrovert"
11667941,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","I felt that they were <br>different from me",28,29,39,27,39,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",4,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",28,29,39,27,39,"Extrovert"
11667941,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",28,29,39,27,39,"Introvert"
11667941,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",28,29,39,27,39,"Extrovert"
11667966,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",27,29,29,22,35,"Introvert"
11667966,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",27,29,29,22,35,"Extrovert"
11667966,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",5,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",27,29,29,22,35,"Introvert"
11667966,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",5,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",27,29,29,22,35,"Extrovert"
11667966,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",1,"Extrovert first","Introvert","distant","I felt distant <br>from them",27,29,29,22,35,"Introvert"
11667966,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",1,"Extrovert first","Extrovert","distant","I felt distant <br>from them",27,29,29,22,35,"Extrovert"
11667966,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",5,"Extrovert first","Introvert","understood","I felt that <br>they understood me",27,29,29,22,35,"Introvert"
11667966,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",27,29,29,22,35,"Extrovert"
11667966,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","I felt that they were <br>different from me",27,29,29,22,35,"Introvert"
11667966,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",3,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",27,29,29,22,35,"Extrovert"
11667966,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",5,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",27,29,29,22,35,"Introvert"
11667966,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",27,29,29,22,35,"Extrovert"
11668005,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","I felt that <br>we are similar",27,29,29,22,43,"Introvert"
11668005,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",3,"Extrovert first","Extrovert","similar","I felt that <br>we are similar",27,29,29,22,43,"Extrovert"
11668005,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","I enjoyed our <br>conversation",27,29,29,22,43,"Introvert"
11668005,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","I enjoyed our <br>conversation",27,29,29,22,43,"Extrovert"
11668005,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","I felt distant <br>from them",27,29,29,22,43,"Introvert"
11668005,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",4,"Extrovert first","Extrovert","distant","I felt distant <br>from them",27,29,29,22,43,"Extrovert"
11668005,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",5,"Extrovert first","Introvert","understood","I felt that <br>they understood me",27,29,29,22,43,"Introvert"
11668005,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","I felt that <br>they understood me",27,29,29,22,43,"Extrovert"
11668005,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","I felt that they were <br>different from me",27,29,29,22,43,"Introvert"
11668005,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",4,"Extrovert first","Extrovert","different","I felt that they were <br>different from me",27,29,29,22,43,"Extrovert"
11668005,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","I would chat <br>with them again",27,29,29,22,43,"Introvert"
11668005,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","I would chat <br>with them again",27,29,29,22,43,"Extrovert"
11668041,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","I felt that <br>we are similar",26,29,28,23,31,"Extrovert"
11668041,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","I felt that <br>we are similar",26,29,28,23,31,"Introvert"
11668041,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",4,"Introvert first","Extrovert","enjoy","I enjoyed our <br>conversation",26,29,28,23,31,"Extrovert"
11668041,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",4,"Introvert first","Introvert","enjoy","I enjoyed our <br>conversation",26,29,28,23,31,"Introvert"
11668041,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","I felt distant <br>from them",26,29,28,23,31,"Extrovert"
11668041,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",3,"Introvert first","Introvert","distant","I felt distant <br>from them",26,29,28,23,31,"Introvert"
11668041,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","I felt that <br>they understood me",26,29,28,23,31,"Extrovert"
