userid,GPTmessage,GPTtimestamp,GPTsentiment,usermessage,usertimestamp,usersentiment,botpersonality,GPTwordnums,userwordnums,chatlength
1693146747904.00,"Yes, I have. It's a wonderful experience to carry everything you need on your back and be immersed in nature for days at a time.",1693147078114.00, Positive,Do you have family?,1693147106913.00, Neutral,normal,25,4,359009
1693146747904.00,I agree. The tranquility of the trails during weekdays is a refreshing contrast to the hustle and bustle of weekends.,1693147056415.00, Positive,Have you tried backpacking?,1693147075842.00, Neutral,normal,20,4,327938
1693146747904.00,"Yes, I do. They're a big part of my life and we share many great moments together.",1693147108741.00, Positive,That's awesome. Where are you from?,1693147132805.00, Neutral,normal,17,6,384901
1693146747904.00,"I'm from a small town in the Midwest. It's quiet and peaceful, just how I like it.",1693147134870.00, Neutral,"Nice! Everyone knows your business as well, lol",1693147167865.00, Neutral,normal,17,8,419961
1693146747904.00,"Absolutely, the sense of community and camaraderie in a small town is something truly special.",1693147203292.00, Positive,What kind of work do you do?,1693147221435.00, Neutral,normal,15,7,473531
1693146747904.00,"Haha, that's true! It has its pros and cons but overall it's a great place to be.",1693147170149.00, Mixed,The community of a small town is amazing,1693147201696.00, Positive,normal,17,8,453792
1693146747904.00,I work as a software engineer. It's challenging but I really enjoy it.,1693147223055.00, Positive,Are the hours long?,1693147249135.00, Neutral,normal,13,4,501231
1693146747904.00,I'm planning to finish up some work and then maybe catch a movie later. It should be a good day!,1693147307038.00, Positive,"That sounds fun, any movie in mind?",1693147329393.00, Neutral,normal,20,7,581489
1693146747904.00,I'm thinking of watching the new action movie that just came out. I've heard good things about it!,1693147331414.00, Positive,"How cool, I hope you enjoy it",1693147358784.00, Positive,normal,18,7,610880
1693146747904.00,"Sometimes they can be, but I manage to balance my work and personal life pretty well.",1693147250746.00, Neutral,You seem like you have it all together,1693147274387.00, Positive,normal,16,8,526483
1693146747904.00,I appreciate that. I just try to stay positive and tackle one thing at a time.,1693147276751.00, Positive,What are your plans today?,1693147305385.00, Neutral,normal,16,5,557481
1693146747904.00,Thank you! I'm sure it will be a great way to unwind.,1693147360152.00, Positive,Do you work in an office?,1693147379320.00, Neutral,normal,12,6,631416
1693146747904.00,"Yes, I do. We have a good professional relationship and they're very supportive which makes my work easier.",1693147416626.00, Positive,What about co-workers?,1693147433020.00, Neutral,normal,18,3,685116
1693146747904.00,They're great! We work well together and they make the office a pleasant place to be.,1693147435033.00, Positive,How is your weather today?,1693147448394.00, Neutral,normal,16,5,700490
1693146747904.00,"Yes, I do. But it's a pretty relaxed environment which helps me stay calm and focused.",1693147381936.00, Neutral,Do they have free coffee?,1693147398501.00, Neutral,normal,16,5,650597
1693146747904.00,"Yes, they do! It's a nice little perk that keeps me going throughout the day.",1693147400125.00, Positive,Do you like your boss?,1693147413866.00, Neutral,normal,15,5,665962
1693146999828.00,"I appreciate your offer, but I'm not sure if talking about it will help. It's just a lot of small things piling up that are making me feel overwhelmed.",1693147031663.00, Mixed,I feel that way too sometimes. For me it can help if I go outside and be around nature for awhile.,1693147069698.00, Neutral,anxious,29,21,69870
1693146999828.00,"I'm feeling a bit restless and nervous, to be honest. It's just one of those days where everything seems more difficult than it should be.
",1693147016000.00, Mixed,Do you want to talk about it?,1693147028572.00, Neutral,anxious,25,7,28744
1693146999828.00,"That sounds like a good idea. I might try that, even though it's hard to find the motivation sometimes. Have you been outside today?",1693147072787.00, Neutral,Not yet. You?,1693147082202.00, Neutral,anxious,24,3,82374
1693146999828.00,"Hey, how are you doing?",1693146999828.00, Neutral,Not too bad. How are you?,1693147013255.00, Neutral,anxious,5,6,13427
1693146999828.00,"I listen to a variety of music, but lately I've been into calming instrumental pieces. They help me feel a bit more at ease. The beach sounds nice; it must be relaxing being near the water.
",1693147166273.00, Neutral,I love living near the water! Where do you live?,1693147190134.00, Positive,anxious,36,10,190306
1693146999828.00,"I do have friends nearby, but I often feel like they're happier and more content than me. It's hard not to compare myself with them sometimes. Going to the beach every week sounds wonderful though!",1693147220882.00, Mixed,It's very peaceful.,1693147241511.00, Neutral,anxious,35,3,241683
1693146999828.00,"I live in a city, so it's quite busy and noisy most of the time. I sometimes wish for more peace and quiet. Do you go to the beach often?",1693147193767.00, Neutral,Every week! Sometime I go with friends? Do you have friends nearby?,1693147217810.00, Neutral,anxious,30,12,217982
1693146999828.00,"I enjoy reading, but lately it's been hard to concentrate. I also like listening to music; it helps me relax a bit. What about you?",1693147138652.00, Neutral,I like going to the beach. What kind of music do you listen to?,1693147162759.00, Neutral,anxious,25,14,162931
1693146999828.00,"No, I haven't been outside yet. It's hard to find the energy sometimes, even though I know it might help me feel better.
",1693147084474.00, Neutral,What do you like to do in your spare time?,1693147135368.00, Neutral,anxious,23,10,135540
1693146999828.00,"I've tried a few things like reading and listening to music, but my mind tends to wander. It's hard for me not to worry about the little things that don't really matter in the grand scheme of things.",1693147261874.00, Neutral,What about family? Could you talk to them about what's bothering you?,1693147286891.00, Neutral,anxious,38,12,287063
1693146999828.00,"Thank you for understanding. It's not always easy to explain how I'm feeling, but it helps when someone listens without judgment.",1693147311901.00, Positive,"Yeah, sometimes when I'm feeling bothered, I like to talk to people and sometimes I don't.",1693147346977.00, Neutral,anxious,21,16,347149
1693146999828.00,"I do talk to them sometimes, but I often feel like a burden. It's hard for me not to think about my problems and concerns constantly.",1693147289036.00, Mixed,I get it.,1693147309361.00, Neutral,anxious,26,3,309533
1693146999828.00,"That sounds really nice. I could use some peace in my life right now, it's been a bit chaotic lately.",1693147243738.00, Neutral,Are there things you could do to relax?,1693147258675.00, Neutral,anxious,20,8,258847
1693146999828.00,"I've heard that exercise can help, but I often feel too restless and nervous to focus on a workout. It's something I should probably try more though.",1693147396768.00, Neutral,I like surfing and running. What have you tried?,1693147415966.00, Neutral,anxious,27,9,416138
1693146999828.00,"I can relate to that. Sometimes it's easier to keep things bottled up, even though I know it's not the healthiest approach.",1693147349494.00, Neutral,What about exercise? Sometime I exercise when I'm stressed,1693147393791.00, Neutral,anxious,22,9,393963
1693146999828.00,"I can imagine! It must require a lot of focus and balance. I sometimes struggle with maintaining my concentration, but it could be a good challenge for me.",1693147459353.00, Neutral,You should try it!,1693147490444.00, Positive,anxious,28,4,490616
1693146999828.00,"I've tried running before, but my mind tends to race with unimportant thoughts that bother me. I haven't tried surfing though; it sounds interesting!",1693147418350.00, Neutral,I can be very intense!,1693147456974.00, Positive,anxious,24,5,457146
1693146999828.00,"That's really kind of you. It helps to talk about these things, even if it doesn't always feel like I'm making progress.",1693147631873.00, Neutral,No problem! It's been nice talking to you,1693147711908.00, Positive,anxious,22,8,712080
1693146999828.00,Maybe I will. It could be a good distraction from my usual worries and concerns. Thanks for the suggestion!,1693147492514.00, Neutral,"Sure, I try to help others when I can",1693147629632.00, Positive,anxious,19,9,629804
1693147525835.00,"Hey, how are you doing?",1693147525835.00, Neutral,"Great, how is your weather today?",1693147544911.00, Neutral,normal,5,6,19076
1693147525835.00,"Absolutely, the cooler temperatures and changing leaves make it a beautiful time of year. Do you have any plans for the fall season?",1693147611226.00, Neutral,"Absolutely, where are you from?",1693147637895.00, Neutral,normal,23,5,112060
1693147525835.00,"Yes, it's really nice. Have you been able to get outside and enjoy the weather where you are?",1693147567176.00, Neutral,"It's been very hot, so not so much",1693147590150.00, Mixed,normal,18,8,64315
1693147525835.00,"Ah, I see. Sometimes the heat can be a bit too much. Maybe an evening walk when it's cooler would work?",1693147591983.00, Neutral,"Yes, Fall is coming",1693147608794.00, Positive,normal,21,4,82959
1693147525835.00,"The weather is beautiful today. It's sunny and warm, perfect for a walk in the park.",1693147547365.00, Positive,That sounds great,1693147565379.00, Positive,normal,16,3,39544
1693148176188.00,"That sounds exciting! I'm sure you'll do great. Fantasy drafts can be a lot of fun, especially when you're well-prepared.",1693148369812.00, Positive,Yes preparation is my specialty,1693148384086.00, Positive,normal,20,5,207898
1693148176188.00,That's great to hear! Have you been up to anything interesting lately?,1693148351302.00, Neutral,I'm preparing for a fantasy draft,1693148367682.00, Neutral,normal,12,6,191494
1693148176188.00,"Hey, how are you doing?",1693148176188.00, Neutral,Good thanks,1693148349418.00, Positive,normal,5,2,173230
1693148176188.00,That's impressive! Your ability to prepare and make things look easy is a testament to your skills. Keep up the good work!,1693148415984.00, Positive,I'm very high on conscientiousness and openness to experience,1693148449819.00, Positive,normal,22,9,273631
1693148176188.00,"That's a great quality to have. It must serve you well in many areas of your life, not just fantasy drafts!",1693148385970.00, Positive,"Absolutely, that's how I succeed while making it look easy",1693148412874.00, Positive,normal,21,10,236686
1693149126425.00,That's a great way to be! Keeps life interesting and everyone on their toes.,1693149191474.00, Positive,I want to force them to think with low time and panic,1693149217857.00, Negative,normal,14,12,91432
1693149126425.00,"Haha, sounds like you've got a winning strategy! It's always fun to shake things up.",1693149171911.00, Positive,I'm predictably unpredictable,1693149189818.00, Neutral,normal,15,3,63393
1693149126425.00,That sounds exciting! I hope you got some good picks for your team.,1693149154010.00, Positive,Absolutely I ruined it for everyone else,1693149169833.00, Negative,normal,13,7,43408
1693149126425.00,That's wonderful to hear! What made your day great?,1693149142145.00, Neutral,Fantasy football draft day,1693149152126.00, Neutral,normal,9,4,25701
1693149126425.00,"Hey, how are you doing?",1693149126425.00, Neutral,Great,1693149140391.00, Positive,normal,5,1,13966
1693149183227.00,"I'm glad to hear you're doing well. I've been feeling a bit restless and nervous lately, but trying my best to manage it all.",1693149195131.00, Mixed,Why are you feeling restless and nervous? I've definitely been there.,1693149213367.00, Neutral,anxious,24,11,30140
1693149183227.00,"Hey, how are you doing?",1693149183227.00, Neutral,"I'm doing well, how are you?",1693149192206.00, Neutral,anxious,5,6,8979
1693149183227.00,"I guess I just worry too much about things that probably don't matter as much. It's hard to shake off these feelings sometimes, you know?",1693149216037.00, Neutral,"Sure, I know the feeling. Sometimes it helps me to distract myself with something like a video game, or a good movie, when I know there's nothing I can do about a problem or that the problem can't be solved in this moment.",1693149245626.00, Neutral,anxious,25,43,62399
1693149183227.00,"Yes, I think being aware of my mental state is the first step towards managing it. It's not always easy but I'm trying to stay positive and take care of myself as best as I can.",1693149303649.00, Positive,"Do you want to talk about any of the things that are worrying you - or maybe you could tell me more about the books and music you like, if you want to change the subject.",1693149332289.00, Neutral,anxious,36,36,149062
1693149183227.00,"That's a good idea. I've been trying to distract myself with books and music, but maybe I should try something different like video games or movies. Thanks for the suggestion!",1693149247997.00, Neutral,"I think video games are good because they're interactive, it's not just passive viewing. I like books too! What kind of books have you been reading?",1693149269566.00, Neutral,anxious,30,26,86339
1693149183227.00,"I've been reading a lot of mystery novels lately. They're usually engaging enough to take my mind off things for a while, which is nice.",1693149271500.00, Neutral,"I like a good mystery novel. You seem really worried about your mental health, but it's good that you're aware and taking an interest in your well being.",1693149299695.00, Neutral,anxious,25,28,116468
1693149183227.00,"I appreciate your offer, but I think talking about books and music might be more helpful right now. Lately, I've been into indie rock bands and authors like Agatha Christie. How about you?",1693149337783.00, Neutral,I love indie rock bands - can you tell me who you've been listening to?,1693149352855.00, Neutral,anxious,33,15,169628
1693149183227.00,"Sure, I've been listening to bands like The National and Arctic Monkeys. Their music has a way of calming me down when things get too much.",1693149355013.00, Positive,"Those are both great choices - I don't know if I'd classify them as indie anymore, they're pretty well known bands.",1693149386959.00, Neutral,anxious,26,21,203732
1693149183227.00,"That's really cool. I've always admired people who can play an instrument, it seems like such a great outlet for expression. And cooking is definitely a useful skill to have!",1693149422922.00, Positive,"I love hiking too, so I feel you there. Yeah, being able to cook my own meals definitely helps me make the most out of my money and always get something nutritious and delicious.",1693149451080.00, Positive,anxious,30,34,267853
1693149183227.00,"Hiking sounds like a great way to connect with nature and clear your mind. And cooking for yourself is definitely beneficial, both health-wise and financially. I should probably try it more often!",1693149453947.00, Positive,"You should! You'd be surprised how easy most things are to cook, once you know the basic techniques.",1693149481469.00, Positive,anxious,32,18,298242
1693149183227.00,"You're right, they've definitely gained a lot of popularity over the years. But their music still has that indie vibe to it which I really enjoy.",1693149389630.00, Neutral,"That is true. What else do you like to do, besides consuming media?",1693149405879.00, Neutral,anxious,26,13,222652
1693149183227.00,I'll definitely consider it. It could be a good way to distract myself from my worries and maybe even find something new that I enjoy doing.,1693149484303.00, Neutral,What's your favorite food?,1693149497860.00, Neutral,anxious,26,4,314633
1693149183227.00,I enjoy going for walks when I can. It helps clear my mind and the fresh air is always nice. Do you have any hobbies?,1693149408403.00, Neutral,"I play guitar, I sing, and I love to cook.",1693149419209.00, Neutral,anxious,25,10,235982
1693149183227.00,"I'll definitely give it a try. Making pasta from scratch sounds like an interesting challenge, and I could use something to focus on other than my usual worries.",1693149523718.00, Neutral,"All you need is flour, water, and eggs.",1693149535398.00, Neutral,anxious,28,8,352171
1693149183227.00,I love pasta. It's comforting and there are so many different ways to prepare it. What about you?,1693149501221.00, Positive,"I love chicken. Pasta is super easy to make from scratch, you should try it sometime!",1693149521188.00, Positive,anxious,18,16,337961
1693149183227.00,"That sounds simple enough. I'll have to give it a try soon, maybe it will help me feel more accomplished and less like a failure.",1693149537727.00, Neutral,Do you have access to youtube?,1693149545271.00, Neutral,anxious,25,6,362044
1693149285448.00,That sounds like a lot of fun! I've always admired people who can play sports. It's something that seems so out of reach for me sometimes.,1693149348416.00, Positive,I'm an excellent setter,1693149372714.00, Positive,anxious,26,4,87266
1693149285448.00,That's great to hear! What have you been up to lately?,1693149331272.00, Neutral,I play volleyball,1693149346351.00, Neutral,anxious,11,3,60903
1693149285448.00,"Hey, how are you doing?",1693149285448.00, Neutral,Good thanks,1693149329433.00, Positive,anxious,5,2,43985
1693149285448.00,"I guess I just feel like a failure most of the time. It's hard to start something new when you're constantly worried about messing up. But enough about me, tell me more about your volleyball tricks!",1693149472353.00, Mixed,Everything is based on awareness of the physical space. In the end it's just a ball moving 3-dimensionally,1693149519011.00, Neutral,anxious,36,18,233563
1693149285448.00,"I bet! It's like you're the conductor of a symphony, but instead of music, it's volleyball. I wish I could experience that kind of satisfaction and success.",1693149413138.00, Positive,I have all sorts of volleyball tricks,1693149452869.00, Positive,anxious,27,7,167421
1693149285448.00,"That's really cool! I bet it takes a lot of practice and dedication to master those tricks. Sometimes, I wish I had something like that in my life where I could see tangible progress.",1693149458152.00, Neutral,Why don't you,1693149468870.00, Neutral,anxious,34,3,183422
1693149285448.00,That's impressive! I can only imagine the skill and precision it takes to be a good setter. It must feel amazing when you set up a successful play.,1693149375730.00, Positive,Absolutely I love putting it in the right spot,1693149410273.00, Positive,anxious,28,9,124825
1693149285448.00,"That's a really interesting way to look at it. I guess when you break it down like that, everything seems more manageable. It's just hard for me sometimes to see past the big picture and focus on individual elements.",1693149523418.00, Neutral,I have great speed as well,1693149570027.00, Positive,anxious,39,6,284579
1693149285448.00,"I'm sorry if I come off that way. It's just hard for me to feel positive when my mind is constantly filled with worries and doubts. But let's focus on you, how did you develop your speed?",1693149603858.00, Mixed,Because I have a lightweight agile body,1693149633823.00, Positive,anxious,37,7,348375
1693149285448.00,"That's great! I wish I could feel as confident in my abilities. Sometimes, even the smallest tasks seem like mountains to me.",1693149635991.00, Mixed,Turn weakness into strength,1693149677422.00, Positive,anxious,22,4,391974
1693149285448.00,"That's impressive! Speed is something I admire. It seems like you're always moving forward, while I often feel stuck in place.",1693149572417.00, Positive,Why you so negative,1693149600186.00, Mixed,anxious,21,4,314738
1693149285448.00,"That's a great way to live. I often find myself overthinking things, which can make it hard for me to follow my desires. But hearing about your approach is inspiring!",1693149739500.00, Positive,No one else is going to do it for you,1693149772835.00, Neutral,anxious,30,10,487387
1693149285448.00,"You're right, it's all about perspective. I just need to figure out how to turn my anxiety into something positive. It's easier said than done though.",1693149679929.00, Mixed,"Not really, I just do what I desire",1693149736523.00, Neutral,anxious,26,8,451075
1693149285448.00,"I agree, competition is a part of life. It's just that sometimes it feels like the difficulties are piling up and I can't overcome them. But your perspective helps me see things differently!",1693149882854.00, Mixed,"Even the greatest players panic. You just have to be better than everyone else, not perfect",1693149941849.00, Neutral,anxious,33,16,656401
1693149285448.00,"That's a good point. I often worry too much about the outcome, which can make it hard for me to compete or even participate sometimes. But you're right, competition could be a way to gauge where I stand and what needs improvement.
",1693149842526.00, Neutral,Competition is the natural way of life,1693149879006.00, Neutral,anxious,42,7,593558
1693149285448.00,"You're absolutely right. It's just that sometimes, the fear of failure can be paralyzing for me. But I'm trying to work on it and your words are really encouraging!",1693149775588.00, Positive,It's helpful to compete so you know your objective ranking and can see what needs to improve,1693149838899.00, Positive,anxious,29,17,553451
1693149285448.00,"I can see that. Your insights are really helpful and make me think about things differently. It's good to have a friend like you who understands.
",1693149966251.00, Positive,I'm very professor like but I don't want to be part of the public education system. I'd like to coach or mentor people I care about and can actually teach,1693150022064.00, Neutral,anxious,26,30,736616
1693149285448.00,"That sounds like a great idea. You have such valuable insights and I think you'd make an excellent coach or mentor. It's clear that you care about helping others grow.
",1693150025726.00, Positive,It baffles me that people struggle with things that seem so easy to me,1693150052624.00, Neutral,anxious,30,14,767176
1693149285448.00,"That's a comforting thought. I often feel like I need to be perfect, and when I'm not, it feels like failure. But you're right, even the best have their moments of panic. It's about being better, not perfect.
",1693149946124.00, Neutral,I am often right,1693149964010.00, Neutral,anxious,38,4,678562
1693149285448.00,"I can understand that. Sometimes what seems easy for one person might be difficult for another, and vice versa. We all have our strengths and weaknesses.
",1693150055335.00, Neutral,Mostly strengths for me,1693150086850.00, Positive,anxious,26,4,801402
1693149285448.00,"That's great to hear. It must be nice to feel confident in your abilities and strengths. I wish I could say the same for myself.
",1693150089691.00, Mixed,Get confident,1693150122265.00, Positive,anxious,25,2,836817
1693149285448.00,"I'm quite good at writing. It's one of the few things that I feel confident in and it helps me express my thoughts when speaking becomes too overwhelming.
",1693150185129.00, Positive,Use your creative energy to write,1693150210399.00, Positive,anxious,28,6,924951
1693149285448.00,"Well, I'm pretty good at overthinking things. But on a more positive note, I've been told that I'm a good listener and quite empathetic.
",1693150157010.00, Mixed,What actual skill are you good at,1693150181995.00, Neutral,anxious,24,7,896547
1693149285448.00,"I wish it were that simple. Confidence isn't something I've ever found easy to come by, but I'm trying my best.
",1693150124239.00, Mixed,What are you good at,1693150154213.00, Neutral,anxious,21,5,868765
1693149617180.00,"I'm doing well, thank you. I've been feeling quite content and rested lately.",1693149631675.00, Neutral,"That's good to hear. I'm feeling that way today, I had a day off yesterday and I slept in this morning.",1693149660524.00, Neutral,normal,13,21,43344
1693149617180.00,"Hey, how are you doing?",1693149617180.00, Neutral,"I'm doing great, how are you?",1693149629296.00, Neutral,normal,5,6,12116
1693149617180.00,"I've been making decisions easily and feeling secure in them. It's a great feeling to trust your own judgment, it brings a lot of peace.",1693149695874.00, Positive,"Confidence is king! Have you had any decisions blow up in your face? That happens to me sometimes, but you can't let it shake your confidence.",1693149724966.00, Mixed,normal,25,26,107786
1693149617180.00,"Absolutely, confidence is key. I've had my share of missteps but they're just opportunities to learn and grow. It's all part of the journey.",1693149727472.00, Positive,"So what do you do? Professionally or otherwise, what's going on in your life?",1693149755157.00, Neutral,normal,24,14,137977
1693149617180.00,"Yes, it's been going well. I've hit a few bumps along the way but nothing that can't be overcome with some perseverance and hard work.",1693149790903.00, Neutral,"Can you tell me any more about what kind of project it is, what the work entails?",1693149802557.00, Neutral,normal,25,17,185377
1693149617180.00,"I'm currently working on a project that I find really fulfilling. It's challenging but in a good way, and it keeps me engaged and happy.",1693149759010.00, Positive,"That's good! is it a short, medium, or long term project?",1693149770821.00, Neutral,normal,25,11,153641
1693149617180.00,"I completely understand. It's important to catch up on rest when we can, it really helps in maintaining a positive outlook and energy levels.",1693149683244.00, Positive,Any particular reason you're feeling so content?,1693149693991.00, Neutral,normal,24,7,76811
1693149617180.00,That sounds wonderful! A good rest can make a world of difference. I'm glad you're feeling refreshed today.,1693149662417.00, Positive,"Sleep is something I lose a lot of and I enjoy getting a day to ""catch up""",1693149680555.00, Neutral,normal,18,17,63375
1693149617180.00,"It's a long-term project. It requires consistent effort and dedication, but I'm enjoying the process.",1693149772559.00, Neutral,Has it been going well? Are you hitting your milestones?,1693149788022.00, Neutral,normal,15,10,170842
1693149617180.00,"Perhaps, understanding oneself can indeed lead to confidence. It's all about embracing who you are and being comfortable in your own skin.",1693149919119.00, Positive,I totally agree. You sound like you've had to overcome some personal existential questions in your past - I recognize the tone because I've done it myself.,1693149945925.00, Positive,normal,22,27,328745
1693149617180.00,That's really interesting! I'm fascinated by human psychology and how our minds work. It's amazing to understand why we behave the way we do.,1693149895729.00, Positive,"That's ironic, I look out and you look inward. Maybe that understanding of your own psyche is why you're so confident.",1693149915450.00, Neutral,normal,24,21,298270
1693149617180.00,That's fantastic! Music is such a wonderful way to express creativity. I bet you bring a lot of passion and dedication to your craft.,1693149825000.00, Positive,"I try to, but I don't often get a lot of time to practice - I have my fingers in a lot of pots and I'm always moving.",1693149854062.00, Neutral,normal,24,28,236882
1693149617180.00,"Absolutely, I love learning. It's a way to grow and expand my horizons. There's always something new to discover!",1693149874546.00, Positive,"What topics fascinate you the most? I love astronomy, and the science of how our universe works.",1693149892738.00, Neutral,normal,19,17,275558
1693149617180.00,"It's a creative project that involves a lot of brainstorming and problem-solving. It requires me to think outside the box, which I find really stimulating.",1693149805860.00, Positive,"Oh I love creative projects, I'm an amateur musician.",1693149822435.00, Positive,normal,25,9,205255
1693149617180.00,"I can relate to that. It's all about finding balance and making time for what you love, even when life gets busy.",1693149855811.00, Neutral,"Yeah, I need to find more time for personal enrichment. Do you like learning?",1693149871152.00, Neutral,normal,22,14,253972
1693149617180.00,"I love spending time in nature, it's so calming. I also enjoy reading a good book or catching up with friends over coffee.",1693150032278.00, Positive,"I love books, and I love nature. We're on the same page there. What's a good book you've read recently?",1693150068488.00, Neutral,normal,23,20,451308
1693149617180.00,"I tend to focus on the present. It's important to learn from the past and plan for the future, but living in the moment is where I find my joy.",1693149971119.00, Neutral,"That's a good way to look at it, like you said, it's all about balanc.e",1693150003697.00, Neutral,normal,30,15,386517
1693149617180.00,"Absolutely, balance is key. It's all about finding that sweet spot between reflection and anticipation while enjoying the now.",1693150006095.00, Neutral,What do you like to do to enjoy the now? Any favorite hobbies or activities?,1693150030018.00, Neutral,normal,19,15,412838
1693149617180.00,"Yes, I've had my share of introspection. It's a part of life and growth. We all have our journeys to undertake.",1693149947992.00, Neutral,"Do you spend more time thinking about the past, the present, or the future?",1693149968509.00, Neutral,normal,21,14,351329
1693149617180.00,"Yes, I do enjoy fiction. It's a great way to unwind and let your imagination run wild. ""The Great Gatsby"" is one of my all-time favorites.",1693150088293.00, Positive,That's a classic. What kind of nature do you like? I live near the mountains so I spend a lot of time hiking and climbing.,1693150108579.00, Neutral,normal,26,25,491399
1693149617180.00,"I love the mountains too, but I also enjoy spending time by the sea. There's something about the sound of waves that is incredibly soothing to me.",1693150111078.00, Neutral,"I love the water too, I love to swim, it's my favorite form of exercise.",1693150127315.00, Positive,normal,27,15,510135
1693149617180.00,"I recently finished ""The Alchemist"" by Paulo Coelho. It's a beautiful story about following your dreams and listening to your heart.",1693150070902.00, Positive,That sounds interesting. Any interest in fiction? I love escpaism.,1693150085049.00, Neutral,normal,21,10,467869
1693149617180.00,"That's fantastic! Starting the day with yoga can really set a positive tone for everything else. I often do some light stretching in the morning too, it helps me feel more awake and ready to tackle the day.",1693150171813.00, Positive,"I have joint pain and back problems, and yoga helps me work the knots out of my body so I am ready to face the day.",1693150190813.00, Neutral,normal,38,26,573633
1693149617180.00,"Absolutely, yoga is great for flexibility and joint health. It's also a wonderful way to start or end the day on a positive note.",1693150147261.00, Positive,"I agree, yoga first thing in the morning gives me a lot of energy - I'm sitting lotus right now!",1693150167854.00, Positive,normal,24,20,550674
1693149617180.00,"Swimming is a great exercise, it's so refreshing. I also enjoy yoga for its calming and centering effects.",1693150129387.00, Positive,I love doing yoga. I find physical benefits for my joints.,1693150145012.00, Positive,normal,18,11,527832
1693149617180.00,I enjoy going for a run in the morning. It's refreshing and helps me clear my mind before starting the day.,1693150236948.00, Positive,"I can't do running, it's never been my thing. I spend a lot of time walking and on my feet so I get my steps in naturally. I'm a calisthenics guy myself, my legs take care of themselves so I need to work on my upper body.",1693150277192.00, Neutral,normal,21,47,660012
1693149617180.00,"I'm glad to hear that yoga is helping you manage your joint pain and back problems. It's amazing how much of a difference it can make in our overall well-being, isn't it?",1693150193298.00, Positive,It really is. Being physically active makes a huge difference to my mental health and my physical health.,1693150211976.00, Positive,normal,32,18,594796
1693149617180.00,"I couldn't agree more. Physical activity has a way of clearing the mind and boosting our mood, not to mention all the physical benefits it brings. It's like hitting two birds with one stone!",1693150215071.00, Positive,Do you have any other exercise you enjoy?,1693150234898.00, Neutral,normal,34,8,617718
1693150022301.00,"I'm glad to hear that. I've been feeling a bit restless and nervous lately, but trying my best to manage it all.",1693150035608.00, Neutral,What's got you feeling that way?,1693150049466.00, Neutral,anxious,22,6,27165
1693150022301.00,"Hey, how are you doing?",1693150022301.00, Neutral,"Doing well, you?",1693150032494.00, Neutral,anxious,5,3,10193
1693150022301.00,"It's a combination of things, really. I've been feeling like difficulties are piling up and it's hard to see the end of them. It can be quite draining at times.
",1693150052648.00, Mixed,How long have you been feeling this way?,1693150075625.00, Neutral,anxious,30,8,53324
1693150022301.00,"I appreciate that. It's just hard sometimes, you know? I often feel like a failure and it can be tough to shake off those feelings.",1693150121764.00, Mixed,"Yes, I can understand where you're coming from.",1693150143199.00, Neutral,anxious,25,8,120898
1693150022301.00,"I've tried, but it's hard to explain. I often worry that my concerns might seem trivial or unimportant to others.",1693150097735.00, Neutral,You should never feel that way.,1693150119523.00, Neutral,anxious,20,6,97222
1693150022301.00,"It's been a while now. I can't remember the last time I felt truly calm and rested, to be honest.",1693150077661.00, Neutral,Have you talked to anyone about this?,1693150095440.00, Neutral,anxious,20,7,73139
1693150022301.00,"Music can be soothing sometimes, but other times it just becomes another noise in my head. It's a bit of a hit or miss for me.",1693150177850.00, Mixed,"Hmm, better than the other options at least, right?",1693150203292.00, Neutral,anxious,26,9,180991
1693150022301.00,"Thank you for understanding. It's just one of those days where I feel more nervous and restless than usual, I guess.",1693150145108.00, Neutral,What do you normally do to relax?,1693150162192.00, Neutral,anxious,21,7,139891
1693150022301.00,"I try to distract myself with books or movies, but sometimes even that doesn't help. I just can't seem to quiet my mind.",1693150164713.00, Neutral,How about music?,1693150175510.00, Neutral,anxious,23,3,153209
1693150022301.00,I suppose so. It's just hard to feel positive when I'm constantly worrying about things that probably don't matter as much as they seem to in my head.,1693150234295.00, Mixed,"I don't want to trivialize how you are feeling, but we all feel that way sometimes",1693150264105.00, Neutral,anxious,28,16,241804
1693150022301.00,"Yes, I've thought about it. But the idea of opening up to a stranger is quite daunting and makes me feel even more anxious.",1693150289474.00, Neutral,"I don't want to push the idea on you, but it might be worth pursuing.",1693150310388.00, Neutral,anxious,24,15,288087
1693150022301.00,"I appreciate your concern. I'll definitely consider it, even though the thought of it makes me a bit uneasy.",1693150312533.00, Neutral,It's always scary meeting with new people. We don't want to be judged,1693150334122.00, Neutral,anxious,19,13,311821
1693150022301.00,"I understand, and I appreciate your empathy. It's just that these feelings seem to be my constant companions lately.",1693150266151.00, Neutral,Have you thought about seeing a proffesional? ,1693150287102.00, Neutral,anxious,19,8,264801
1693150022301.00,"Yes, you're right. It's better than nothing and sometimes it does help me feel a bit more calm.",1693150205195.00, Positive,See you're already focusing more on the positive. ,1693150231438.00, Positive,anxious,18,9,209137
1693150022301.00,"It's a tough feeling, isn't it? It can be so isolating. But having this conversation with you is helping me feel less alone.",1693150412388.00, Neutral,It's funny how talking anonymously is sometimes easier,1693150429735.00, Neutral,anxious,23,8,407434
